  PID TTY           TIME CMD
71929 ??        12:39.34 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=17066 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=240327199662 --shared-files --metrics-shmem-handle=1752395122,r,6002840354928544481,14579826506986828817,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190724977868066528 --seatbelt-client=49
72643 ??        19:21.98 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=17223 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=241573022847 --shared-files --metrics-shmem-handle=1752395122,r,16506229480050357340,11965872728342301415,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190725124983636821 --seatbelt-client=326
72838 ??         1:03.41 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=17315 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=242554332263 --shared-files --metrics-shmem-handle=1752395122,r,440032146615421146,8854729498441863439,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190725211191486929 --seatbelt-client=267
73135 ??         1:22.96 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=17416 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=243622055732 --shared-files --metrics-shmem-handle=1752395122,r,16728173102396316594,15058293762659417768,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190725305832713678 --seatbelt-client=320
73760 ??         4:44.76 /usr/libexec/PerfPowerServices
74473 ??         0:14.36 /System/Library/CoreServices/TimeMachine/backupd
75650 ??         0:04.79 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
79484 ??         0:26.76 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=18864 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=266273402344 --shared-files --metrics-shmem-handle=1752395122,r,6782112506980421170,15463910443119880270,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190726662669311030 --seatbelt-client=307
79651 ??         0:19.32 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
79682 ??         0:00.53 /System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5pbWFnZSJ9
79683 ??         0:00.09 /System/Library/ExtensionKit/Extensions/WallpaperLegacyExtension.appex/Contents/MacOS/WallpaperLegacyExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS53YWxscGFwZXIuZXh0ZW5zaW9uLmxlZ2FjeSIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
81550 ??         2:52.43 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
81552 ??         0:11.87 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
83500 ??         0:14.12 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
83669 ??         0:02.46 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
84744 ??         0:19.65 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
85366 ??         0:00.74 /System/Library/Frameworks/Translation.framework/translationd
85413 ??         0:05.27 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2VhdGhlci53aWRnZXQifQ==
85415 ??         0:00.39 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
85444 ??         3:13.96 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=19971 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=282509619437 --shared-files --metrics-shmem-handle=1752395122,r,543784477399674980,11918854142572128549,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190727699974637873 --seatbelt-client=247
85505 ??         4:40.44 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20003 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=282832363950 --shared-files --metrics-shmem-handle=1752395122,r,13620150991821861362,4523876795096356840,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190727729959977041 --seatbelt-client=248
85669 ??         1:07.86 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20076 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=283783105997 --shared-files --metrics-shmem-handle=1752395122,r,10428360829191821576,18383506359753613080,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190727798364032018 --seatbelt-client=255
85765 ??         0:43.31 /System/Applications/Phone.app/Contents/MacOS/Phone
85766 ??         0:01.40 /System/iOSSupport/System/Library/Frameworks/ContactsUI.framework/PlugIns/MonogramPosterExtension.appex/Contents/MacOS/MonogramPosterExtension -LaunchArguments eyJ0eXBlIjo3LCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Db250YWN0c1VJLk1vbm9ncmFtUG9zdGVyRXh0ZW5zaW9uIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
85768 ??         0:00.31 /System/Library/PrivateFrameworks/FaceTimeNotification.framework/Versions/A/XPCServices/FaceTimeNotificationService.xpc/Contents/MacOS/FaceTimeNotificationService
85769 ??         0:01.18 /System/Library/PrivateFrameworks/FaceTimeNotificationViewBridge.framework/Versions/A/XPCServices/FaceTimeNotificationViewBridgeService.xpc/Contents/MacOS/FaceTimeNotificationViewBridgeService
85772 ??         0:45.33 /System/Library/ExtensionKit/Extensions/FaceTimeNotificationExtension.appex/Contents/MacOS/FaceTimeNotificationExtension -LaunchArguments eyJ0eXBlIjo2LCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5GYWNlVGltZS5GYWNlVGltZU5vdGlmaWNhdGlvbkV4dGVuc2lvbiIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
85882 ??         0:13.67 /usr/libexec/nehelper
86130 ??         0:00.07 /Applications/Visual Studio Code.app/Contents/Frameworks/Squirrel.framework/Resources/ShipIt com.microsoft.VSCode.ShipIt /Users/tanushshoor/Library/Caches/com.microsoft.VSCode.ShipIt/ShipItState.plist
86532 ??         3:36.24 /System/Library/Frameworks/Contacts.framework/Support/contactsd
86533 ??         0:01.71 /usr/libexec/usermanagerd -t 15
86542 ??         0:07.24 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
86558 ??         0:05.31 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
86586 ??         0:04.42 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
86589 ??         0:20.22 /usr/libexec/networkserviceproxy
86599 ??         0:08.76 /usr/libexec/wifip2pd
86639 ??         0:03.70 /usr/libexec/sysmond
86656 ??         0:09.59 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -u
86685 ??         0:00.91 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
86795 ??         0:05.84 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
87015 ??         0:01.98 /usr/libexec/milod
87438 ??         0:39.96 /System/Library/Audio/Plug-Ins/usbaudio.bundle/Contents/MacOS/usbaudiod
87526 ??         0:01.24 /usr/libexec/neagent
87529 ??         0:01.07 /usr/libexec/proactived
87555 ??         0:08.85 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
87557 ??         0:01.64 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
87561 ??         0:04.38 /usr/libexec/rtcreportingd
87562 ??         0:11.92 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
87564 ??         0:04.00 /usr/libexec/knowledge-agent
87569 ??         0:05.79 /usr/libexec/coreduetd
87602 ??         0:03.56 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
87707 ??         0:20.73 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
87709 ??         0:05.38 /usr/libexec/swcd
87710 ??         3:40.75 /usr/libexec/duetexpertd
87750 ??         0:01.41 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
87751 ??         0:10.37 /usr/libexec/routined LAUNCHED_BY_LAUNCHD
87780 ??         0:01.29 /usr/libexec/pkd
87870 ??         0:14.22 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
87906 ??         0:00.90 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
87916 ??         2:44.81 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20579 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=291112222891 --shared-files --metrics-shmem-handle=1752395122,r,2002646106714695509,3175765132058284006,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190728269696082065 --seatbelt-client=297
87931 ??         0:28.10 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
88023 ??         0:01.35 /System/Library/PrivateFrameworks/FaceTimeMessageStore.framework/facetimemessagestored
88025 ??         0:09.09 /usr/libexec/searchpartyuseragent
88034 ??         0:02.79 /usr/libexec/linkd
88036 ??         0:01.82 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
88037 ??         0:03.92 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
88043 ??         0:50.08 /usr/libexec/mobileassetd
88054 ??         0:12.73 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
88059 ??         0:02.83 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
88065 ??         0:00.33 /usr/libexec/inputanalyticsd
88079 ??         0:01.11 /usr/libexec/secinitd
88087 ??         0:03.14 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
88098 ??         0:00.31 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
88108 ??         0:32.14 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
88136 ??         0:02.38 /usr/libexec/captiveagent
88161 ??         0:00.20 /usr/libexec/keyboardservicesd
88227 ??         0:21.73 /usr/libexec/transparencyd
88376 ??         0:05.72 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuQmF0dGVyaWVzLkJhdHRlcmllc0F2b2NhZG9XaWRnZXRFeHRlbnNpb24ifQ==
88408 ??         0:00.79 /System/iOSSupport/System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd
88481 ??         0:25.66 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/151.0.7922.174/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=c17491f4-096e-42f3-add9-1d6de9ff6cec --user-data-dir=/Users/tanushshoor/Library/Application Support/Google/Chrome --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20631 --time-ticks-at-unix-epoch=-1787852889129510 --launch-time-ticks=292930651941 --shared-files --metrics-shmem-handle=1752395122,r,17253650088043589980,7167835549321127699,2097152 --field-trial-handle=1718379636,r,14887885371733884642,9547546450534094893,262144 --variations-seed-version=20260827-010038.268000-production --pseudonymization-salt-handle=1935764596,r,6239752679739816779,5150570311576649987,4 --trace-process-track-uuid=3190728318422258213 --seatbelt-client=195
88747 ??         0:01.35 /usr/libexec/studentd
88763 ??         0:01.39 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
88851 ??         0:01.23 /System/Applications/Messages.app/Contents/PlugIns/Messages Assistant Extension.appex/Contents/MacOS/Messages Assistant Extension -AppleLanguages ("en-IN")
88895 ??         0:00.17 /usr/libexec/powerdatad
88903 ??         0:00.32 /usr/libexec/biometrickitd --launchd
88908 ??         0:00.82 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
88917 ??         0:03.79 /usr/sbin/netbiosd
88938 ??         0:00.38 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
89071 ??         0:00.83 /usr/libexec/audioanalyticsd
89094 ??         0:06.65 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
89113 ??         0:03.89 /usr/libexec/triald_system
89114 ??         0:03.77 /usr/libexec/triald
89119 ??         0:00.48 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
89129 ??         0:01.19 /System/Library/PrivateFrameworks/CoreADI.framework/adid
89225 ??         0:00.07 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
89230 ??         0:00.31 /usr/sbin/systemsoundserverd
89240 ??         0:00.38 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
89467 ??         0:01.30 /usr/libexec/siriknowledged
89478 ??         0:00.23 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
89505 ??         0:00.06 /System/Library/CoreServices/pbs
89671 ??         0:00.47 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
89677 ??         0:00.18 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
89678 ??         0:00.12 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
89679 ??         0:00.37 /usr/libexec/gamecontrollerd
89680 ??         0:00.39 /usr/libexec/gamecontrolleragentd
89681 ??         0:00.12 /usr/libexec/assessmentagent
89689 ??         0:00.19 /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd
89690 ??         0:00.19 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
89691 ??         0:00.40 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
89692 ??         0:00.08 /usr/libexec/feedbackd
89693 ??         0:00.40 /usr/libexec/ospredictiond
89694 ??         0:00.38 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
89697 ??         0:00.54 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
89702 ??         0:16.73 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
89704 ??         0:00.14 /usr/libexec/powerexperienced
89705 ??         0:00.60 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
89706 ??         0:00.09 /usr/libexec/securityd_system
89707 ??         0:00.05 /usr/libexec/online-auth-agent
89708 ??         0:00.55 /System/Library/CoreServices/audioaccessoryd
89710 ??         0:00.22 /usr/libexec/bluetoothuserd
89711 ??         0:00.57 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
89712 ??         0:01.06 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
89714 ??         0:00.10 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
89715 ??         0:00.51 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
89716 ??         0:00.15 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
89717 ??         0:01.19 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
89718 ??         0:00.04 /usr/libexec/sandboxd
89719 ??         0:02.30 /usr/libexec/replayd
89721 ??         0:00.18 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
89722 ??         0:00.88 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
89723 ??         0:00.01 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
89724 ??         0:00.59 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
89725 ??         0:00.25 /System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf
89726 ??         0:00.46 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
89727 ??         0:03.10 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
89728 ??         0:00.74 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
89729 ??         0:00.18 /System/Library/CoreServices/ScopedBookmarkAgent
89730 ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
89731 ??         0:00.06 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
89732 ??         0:00.22 /usr/libexec/dmd
89733 ??         0:01.63 /System/Library/CoreServices/iconservicesagent
89734 ??         0:00.10 /System/Library/CoreServices/iconservicesd
89735 ??         0:00.06 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
89736 ??         0:00.18 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
89738 ??         0:00.28 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
89739 ??         0:02.05 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
89740 ??         0:00.72 /usr/libexec/storagekitd
89741 ??         0:00.15 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
89742 ??         0:00.17 /System/Library/ExtensionKit/Extensions/AudiovisualThumbnailExtension.appex/Contents/MacOS/AudiovisualThumbnailExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5xdWlja2xvb2sudGh1bWJuYWlsLkF1ZGlvdmlzdWFsRXh0ZW5zaW9uIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjF9
89743 ??         0:00.67 /System/Library/ExtensionKit/Extensions/TextThumbnailExtension.appex/Contents/MacOS/TextThumbnailExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5xdWlja2xvb2sudGh1bWJuYWlsLlRleHRFeHRlbnNpb24iLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
89746 ??         0:00.09 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
89748 ??         0:00.07 /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
89749 ??         0:10.04 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
89751 ??         0:00.16 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
89753 ??         0:00.08 /usr/libexec/logd_helper
89754 ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
89755 ??         0:00.09 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
89756 ??         0:00.58 /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/XPCServices/remotepairingd.xpc/Contents/MacOS/remotepairingd
89757 ??         0:00.04 /usr/libexec/fskitd
89758 ??         0:00.25 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
89759 ??         0:00.02 /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/Resources/bin/RemotePairingDataVaultHelper
89760 ??         0:00.06 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
